Epoch,Training Loss,Validation Loss
180,588.7916259765625,2151.604248046875
181,572.4314575195312,2454.644775390625
182,562.7870483398438,2110.435791015625
183,551.4722900390625,2067.262451171875
184,588.8453369140625,2852.61328125
185,554.1923217773438,2104.760498046875
186,557.403076171875,2384.150634765625
187,548.8506469726562,2528.5068359375
188,538.8492431640625,2252.197021484375
189,608.3937377929688,2072.95751953125
190,600.5526123046875,2246.458251953125
191,553.1322021484375,2276.427001953125
192,568.3475952148438,2112.8828125
193,520.0492553710938,2276.1171875
194,551.0608520507812,2152.57373046875
195,560.303466796875,2081.4326171875
196,600.6397094726562,2280.55615234375
197,571.2232666015625,2181.310546875
198,555.909423828125,2243.3095703125
199,577.8509521484375,2238.862060546875
200,557.495849609375,2162.769287109375
201,573.8700561523438,2576.400146484375
202,533.7034912109375,2603.889892578125
203,573.9856567382812,2125.716796875
204,529.6918334960938,2299.171875
205,570.5189208984375,2055.61865234375
206,567.576904296875,2596.69384765625
207,553.2646484375,2074.188232421875
208,534.5022583007812,2079.80078125
209,518.957763671875,2155.47900390625
210,523.3269653320312,2370.509033203125
211,548.2920532226562,2127.385009765625
212,525.2125244140625,2300.1650390625
213,536.6283569335938,2142.238525390625
214,586.3506469726562,2056.574951171875
215,535.3373413085938,2528.147216796875
216,553.2323608398438,2079.27587890625
217,632.3180541992188,2094.2880859375
218,533.573486328125,2161.07275390625
219,667.1203002929688,2142.46337890625
220,524.1013793945312,2309.768310546875
221,566.503173828125,2397.107421875
222,526.2981567382812,2374.977294921875
223,496.326904296875,2124.932861328125
224,572.34130859375,2369.89599609375
225,526.7529907226562,2187.32958984375
226,559.7116088867188,2073.69677734375
227,569.3357543945312,2339.14892578125
228,532.8276977539062,2318.984619140625
229,546.750244140625,2152.991943359375
230,520.3410034179688,2193.852294921875
231,568.2960205078125,2126.65185546875
232,540.3416748046875,2053.960205078125
233,509.7197265625,2082.663818359375
234,490.2072448730469,2238.017333984375
235,519.0369262695312,2202.464111328125
236,471.373046875,2052.906982421875
237,518.51953125,2296.143798828125
238,548.4782104492188,2573.2109375
239,510.6131591796875,2098.994873046875
240,484.1476745605469,2050.099609375
241,487.6950988769531,2072.88525390625
242,593.7269897460938,2446.726806640625
243,500.57818603515625,2386.455322265625
244,473.82122802734375,2075.6953125
245,483.3364562988281,2163.838623046875
246,519.9662475585938,2427.15478515625
247,501.0281066894531,2137.88037109375
248,500.8663635253906,2139.6787109375
249,510.1133117675781,2198.468017578125
250,494.2731018066406,2084.132080078125
